id,carat,cut,color,clarity,depth,table,x,y,z,price
5342,1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,892.31
5343,0.35,Premium,D,VS2,61.9,58.0,4.51,4.6,2.82,672.02
5344,1.3,Premium,J,VS1,61.6,56.0,7.06,7.0,4.33,875.37
5345,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,749.61
5346,2.18,Very Good,J,SI1,62.9,59.0,8.21,8.25,5.18,953.33
5347,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,648.77
5348,0.23,Ideal,G,IF,61.7,55.0,3.94,3.98,2.44,628.41
5349,0.3,Ideal,G,IF,62.3,56.0,4.29,4.32,2.68,676.04
5350,0.44,Good,H,SI1,63.5,57.0,4.82,4.85,3.07,659.71
5351,0.4,Premium,E,VS2,59.3,59.0,4.81,4.77,2.84,688.24
5352,0.66,Good,G,VS1,59.0,62.0,5.66,5.72,3.35,762.8
5353,0.4,Very Good,E,SI1,63.2,56.0,4.69,4.65,2.95,678.22
5354,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,656.39
5355,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,807.71
5356,0.7,Fair,H,VS2,57.0,58.0,5.87,5.89,3.35,759.14
5357,0.59,Very Good,F,SI1,61.4,58.0,5.39,5.45,3.33,737.46
5358,0.46,Good,E,SI1,62.7,58.0,4.87,4.92,3.07,687.42
5359,1.61,Very Good,E,SI2,62.6,60.0,7.39,7.49,4.66,923.92
5360,0.34,Very Good,G,SI1,61.2,54.0,4.53,4.56,2.78,628.41
5361,0.39,Ideal,G,VVS2,62.2,54.0,4.67,4.7,2.91,685.86
5362,0.72,Ideal,F,VVS2,60.9,56.0,5.83,5.77,3.53,823.75
5363,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,964.54
5364,0.51,Very Good,G,SI2,63.2,57.0,5.07,5.03,3.19,700.31
5365,0.9,Very Good,H,VS1,63.2,59.0,6.08,6.11,3.85,837.19
5366,0.4,Very Good,E,VVS2,62.1,59.0,4.67,4.7,2.91,708.09
5367,0.34,Ideal,H,IF,61.6,55.0,4.51,4.55,2.78,673.82
5368,0.75,Premium,H,SI1,60.7,62.0,5.87,5.82,3.55,775.41
5369,1.0,Very Good,E,SI1,61.1,60.0,6.42,6.47,3.94,853.35
5370,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,625.58
5371,0.42,Ideal,F,VS1,61.4,57.0,4.83,4.78,2.95,700.58
5372,1.01,Very Good,G,VS2,61.4,59.0,6.42,6.48,3.96,869.01
5373,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,766.39
5374,0.56,Ideal,G,VS1,60.6,56.0,5.36,5.33,3.24,755.75
5375,0.97,Good,F,SI2,59.1,62.0,6.49,6.54,3.85,833.85
5376,1.5,Premium,D,SI1,62.4,58.0,7.27,7.31,4.55,939.84
5377,0.52,Very Good,E,VS1,59.1,58.0,5.31,5.38,3.16,753.64
5378,0.55,Ideal,F,VS1,61.8,55.0,5.28,5.3,3.27,765.87
5379,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,684.37
5380,1.23,Ideal,J,SI2,62.4,58.0,6.79,6.86,4.26,854.83
5381,0.31,Premium,G,VS2,60.9,58.0,4.38,4.35,2.66,654.82
5382,0.55,Very Good,J,SI1,62.5,57.0,5.22,5.24,3.27,687.21
5383,1.3,Good,H,SI2,63.7,57.0,6.94,6.87,4.4,870.65
5384,1.65,Ideal,D,SI2,61.5,56.0,7.63,7.69,4.71,929.16
5385,0.5,Very Good,E,VS1,60.0,60.0,5.13,5.2,3.1,749.89
5386,1.2,Ideal,G,SI2,58.9,60.0,6.98,6.94,4.1,862.37
5387,0.5,Premium,G,SI2,61.9,58.0,5.12,5.09,3.16,691.37
5388,1.75,Ideal,G,SI2,61.6,54.8,7.73,7.78,4.78,935.67
5389,0.9,Good,F,SI2,63.1,58.0,6.11,6.13,3.86,816.59
5390,1.05,Premium,G,SI2,62.7,54.0,6.51,6.48,4.07,829.85
5391,0.33,Very Good,H,VS1,59.7,59.0,4.52,4.53,2.7,636.13
5392,0.72,Ideal,F,SI1,62.0,55.0,5.76,5.78,3.58,791.46
5393,0.53,Good,J,VS2,63.8,57.0,5.12,5.1,3.26,702.29
5394,0.5,Premium,E,SI2,60.3,60.0,5.11,5.07,3.07,715.93
5395,0.33,Ideal,G,IF,61.6,56.0,4.45,4.48,2.75,689.16
5396,0.4,Very Good,D,SI1,63.3,57.0,4.71,4.68,2.97,682.87
5397,0.3,Premium,F,VS2,61.1,59.0,4.29,4.32,2.63,640.52
5398,1.01,Very Good,G,SI1,60.6,57.0,6.49,6.52,3.94,850.03
5399,0.6,Premium,D,VS2,59.6,59.0,5.53,5.47,3.28,770.26
5400,1.11,Ideal,H,VS2,64.0,58.0,6.52,6.46,4.16,863.62
5401,1.01,Ideal,F,SI1,62.7,55.0,6.45,6.4,4.03,859.71
5402,1.72,Ideal,G,VS2,62.4,55.0,7.63,7.68,4.78,974.83
5403,0.4,Ideal,G,VS1,61.8,57.0,4.73,4.75,2.93,676.62
5404,1.02,Ideal,E,SI1,61.1,56.0,6.45,6.51,3.96,843.19
5405,1.12,Premium,E,SI2,62.4,58.0,6.59,6.64,4.13,836.1
5406,1.03,Premium,G,SI1,58.4,58.0,6.66,6.62,3.88,856.58
5407,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,637.33
5408,0.32,Ideal,G,VVS2,61.6,55.0,4.42,4.41,2.72,684.16
5409,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,718.24
5410,1.14,Premium,E,VVS2,59.7,58.0,6.83,6.91,4.1,923.58
5411,0.39,Good,I,VS1,63.1,58.0,4.68,4.61,2.93,660.26
5412,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64,629.89
5413,1.58,Good,I,VS1,58.6,62.0,7.59,7.66,4.47,918.76
5414,0.47,Ideal,F,VS2,60.7,56.1,5.02,5.08,3.07,711.15
5415,0.36,Ideal,D,VS2,60.6,57.0,4.61,4.57,2.78,699.76
5416,0.91,Premium,D,SI1,60.2,58.0,6.31,6.28,3.79,847.97
5417,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,676.04
5418,0.32,Ideal,G,IF,61.0,56.0,4.41,4.44,2.7,682.22
5419,0.46,Ideal,F,SI1,62.5,56.0,4.92,4.94,3.08,685.96
5420,0.3,Good,D,SI1,63.4,55.0,4.22,4.26,2.69,624.42
5421,0.62,Ideal,D,SI1,61.6,55.0,5.49,5.51,3.39,756.73
5422,0.34,Premium,E,VS2,62.7,56.0,4.51,4.48,2.82,679.46
5423,0.5,Ideal,G,VVS1,62.2,56.0,5.12,5.1,3.18,763.53
5424,0.54,Premium,F,VS1,61.8,59.0,5.16,5.23,3.21,740.79
5425,0.31,Ideal,E,VS2,61.9,55.0,4.39,4.36,2.71,677.08
5426,0.73,Ideal,E,VS1,61.2,57.0,5.85,5.8,3.57,819.42
5427,0.71,Very Good,F,VS1,62.6,55.0,5.66,5.71,3.56,797.0
5428,0.54,Good,H,SI1,63.3,57.0,5.15,5.22,3.28,705.1
5429,1.22,Premium,H,VS1,63.0,59.0,6.8,6.73,4.26,880.4
5430,0.59,Ideal,G,VS2,61.9,57.0,5.41,5.38,3.34,775.62
5431,1.22,Ideal,G,VS2,62.0,55.0,6.91,6.83,4.26,899.55
5432,0.51,Very Good,H,VVS1,63.2,57.0,5.06,5.1,3.21,746.39
5433,0.94,Ideal,E,SI2,60.9,57.0,6.34,6.36,3.87,838.16
5434,0.32,Ideal,I,VS1,61.7,55.6,4.41,4.43,2.73,627.1
5435,0.54,Very Good,F,SI1,63.0,60.0,5.13,5.12,3.23,721.23
5436,0.33,Premium,G,VS1,61.4,59.0,4.49,4.43,2.74,674.99
5437,1.01,Very Good,H,VS1,59.6,58.0,6.46,6.5,3.86,852.81
5438,2.03,Premium,H,VS2,62.6,59.0,8.06,8.1,5.06,979.67
5439,0.71,Very Good,J,VS1,63.3,55.0,5.66,5.62,3.57,759.14
5440,1.11,Premium,F,SI1,60.1,61.0,6.74,6.64,4.06,860.94
5441,0.52,Very Good,E,SI1,58.8,59.0,5.27,5.34,3.12,715.15
5442,0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55,792.98
5443,0.33,Very Good,E,VVS1,63.2,53.0,4.42,4.47,2.81,664.64
5444,0.37,Ideal,D,VVS1,62.0,56.0,4.6,4.59,2.85,716.39
5445,1.2,Ideal,H,SI1,61.9,54.0,6.8,6.86,4.23,872.73
5446,1.3,Premium,J,VS2,61.5,58.0,7.05,7.0,4.32,869.13
5447,0.35,Ideal,F,VS2,61.5,57.0,4.56,4.52,2.79,680.9
5448,0.9,Very Good,J,SI1,63.4,59.0,6.14,6.1,3.88,825.06
5449,0.51,Premium,F,VS2,60.7,59.0,5.16,5.19,3.14,724.57
5450,0.4,Ideal,E,VVS1,61.7,55.0,4.74,4.76,2.93,748.32
5451,1.04,Ideal,F,I1,61.6,57.0,6.51,6.46,4.0,822.09
5452,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,677.76
5453,0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66,668.96
5454,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,667.08
5455,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,655.25
5456,0.52,Ideal,E,VS2,60.5,56.0,5.27,5.21,3.17,754.8
5457,0.74,Ideal,J,VS1,61.6,57.0,5.77,5.83,3.57,767.51
5458,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,806.05
5459,0.9,Very Good,H,VS2,63.0,57.0,6.09,6.13,3.85,838.5
5460,0.34,Very Good,D,SI1,59.8,61.0,4.5,4.53,2.7,643.94
5461,1.66,Premium,J,VVS2,62.6,59.0,7.54,7.58,4.73,919.85
5462,0.57,Ideal,G,SI1,60.5,57.0,5.4,5.37,3.26,722.18
5463,0.53,Ideal,H,VS1,61.3,57.0,5.22,5.18,3.19,738.21
5464,0.54,Good,G,VS1,60.8,62.0,5.22,5.24,3.18,742.95
5465,1.05,Ideal,J,SI1,61.7,55.0,6.54,6.56,4.04,839.05
5466,1.02,Very Good,H,SI2,58.3,61.0,6.57,6.63,3.85,829.5
5467,0.42,Ideal,H,IF,61.6,56.0,4.84,4.87,2.99,702.64
5468,0.76,Fair,H,SI1,61.9,70.0,5.84,5.77,3.59,775.28
5469,0.45,Ideal,G,VVS2,61.8,57.0,4.94,4.9,3.04,707.41
5470,1.01,Good,D,VS2,64.2,60.0,6.32,6.35,4.07,871.05
5471,0.25,Ideal,F,VS2,62.2,54.0,4.03,4.07,2.52,613.12
5472,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,590.54
5473,2.06,Premium,H,SI2,62.6,58.0,8.06,8.03,5.04,946.74
5474,0.7,Premium,D,SI1,59.8,57.0,5.79,5.74,3.45,785.9
5475,0.51,Premium,G,VS1,62.3,59.0,5.06,5.12,3.17,741.22
5476,0.4,Premium,D,SI1,60.8,59.0,4.8,4.77,2.91,689.77
5477,0.32,Ideal,E,VVS2,61.0,55.0,4.43,4.45,2.71,669.46
5478,1.01,Premium,F,VS2,61.7,58.0,6.47,6.43,3.98,888.74
5479,0.35,Ideal,E,VS2,62.0,57.0,4.51,4.55,2.81,664.25
5480,1.01,Premium,E,VS2,62.5,58.0,6.44,6.4,4.01,879.57
5481,1.8,Very Good,J,SI1,61.4,55.0,7.86,7.8,4.81,922.1
5482,0.31,Ideal,F,IF,62.0,56.0,4.32,4.36,2.69,688.65
5483,0.5,Fair,G,VS1,66.5,58.0,4.99,4.9,3.29,711.8
5484,1.7,Very Good,I,VS2,63.0,58.0,7.52,7.65,4.78,929.97
5485,0.42,Ideal,G,VS2,60.8,57.0,4.85,4.82,2.94,699.12
5486,0.38,Ideal,G,VVS2,61.5,55.2,4.67,4.71,2.89,683.41
5487,0.32,Ideal,F,VS2,62.2,55.0,4.37,4.35,2.71,671.9
5488,0.3,Ideal,F,IF,62.0,56.0,4.3,4.34,2.68,685.33
5489,1.15,Ideal,I,SI1,61.9,56.0,6.68,6.72,4.15,874.83
5490,1.01,Premium,G,SI1,62.5,60.0,6.39,6.34,3.98,844.93
5491,0.9,Premium,H,VS2,60.6,60.0,6.24,6.3,3.8,830.5
5492,1.56,Very Good,I,SI1,62.9,58.0,7.31,7.35,4.61,893.38
5493,1.0,Premium,F,VS2,62.4,60.0,6.38,6.35,3.97,877.46
5494,0.4,Ideal,F,VS2,62.7,56.0,4.77,4.73,2.98,698.47
5495,0.7,Very Good,E,SI1,62.9,57.0,5.6,5.66,3.54,776.17
5496,1.04,Ideal,G,VS1,61.2,58.0,6.5,6.53,3.99,890.59
5497,0.9,Fair,F,VS2,64.7,54.0,6.09,6.03,3.92,827.66
5498,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,821.5
5499,1.01,Good,G,VS1,64.0,60.0,6.29,6.33,4.04,878.09
5500,0.34,Ideal,D,VVS2,60.1,57.0,4.54,4.58,2.74,682.22
5501,0.39,Ideal,F,VS1,62.3,57.0,4.69,4.65,2.91,693.15
5502,0.33,Ideal,G,IF,61.6,53.0,4.47,4.43,2.74,695.84
5503,0.53,Premium,H,VS2,59.4,59.0,5.31,5.27,3.14,726.4
5504,0.43,Premium,H,SI2,62.8,58.0,4.85,4.83,3.04,673.22
5505,1.13,Premium,I,VS2,62.0,58.0,6.64,6.69,4.13,843.62
5506,1.02,Ideal,G,SI2,61.4,54.0,6.55,6.52,4.01,838.89
5507,0.77,Very Good,G,SI1,63.0,59.0,5.82,5.84,3.67,788.98
5508,0.4,Ideal,E,VVS2,61.7,57.0,4.73,4.77,2.93,689.57
5509,0.55,Ideal,F,SI1,61.7,56.4,5.26,5.3,3.25,737.65
5510,0.38,Ideal,H,VVS2,61.4,57.0,4.65,4.63,2.85,697.45
5511,0.3,Very Good,G,VS1,61.7,56.0,4.29,4.33,2.66,640.52
5512,1.52,Premium,D,SI2,60.2,60.0,7.46,7.4,4.47,909.35
5513,0.53,Premium,E,SI1,62.1,58.0,5.11,5.19,3.2,724.06
5514,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,920.28
5515,0.41,Premium,F,VS1,62.6,58.0,4.74,4.75,2.97,691.47
5516,1.21,Good,J,SI2,60.4,56.0,6.84,6.93,4.16,842.49
5517,0.33,Ideal,H,VS1,60.2,57.0,4.54,4.5,2.72,661.07
5518,0.51,Very Good,E,VS2,63.0,59.0,5.05,5.08,3.19,737.15
5519,0.52,Ideal,G,VS1,62.8,55.0,5.16,5.13,3.23,743.48
5520,0.9,Ideal,H,VS2,62.5,53.0,6.17,6.22,3.87,838.23
5521,0.31,Ideal,H,VVS2,62.4,57.0,4.36,4.32,2.71,668.71
5522,1.54,Ideal,H,SI1,61.1,56.0,7.45,7.42,4.54,916.56
5523,0.85,Ideal,H,SI2,61.8,54.0,6.07,6.1,3.76,787.66
5524,1.52,Ideal,J,SI1,61.9,57.0,7.37,7.33,4.55,892.15
5525,1.5,Premium,F,VS2,61.5,58.0,7.34,7.32,4.51,959.69
5526,0.34,Premium,E,SI1,61.8,58.0,4.47,4.5,2.77,639.02
5527,0.74,Ideal,I,VS1,62.1,56.0,5.75,5.82,3.59,779.98
5528,1.2,Ideal,D,SI2,61.7,56.0,6.88,6.81,4.22,881.58
5529,1.0,Premium,F,SI2,62.6,58.0,6.37,6.31,3.97,833.21
5530,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,836.26
5531,0.23,Very Good,E,VVS2,61.4,62.0,3.9,3.95,2.41,622.46
5532,0.54,Ideal,G,VS1,62.3,55.0,5.24,5.2,3.25,752.13
5533,0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,619.24
5534,1.54,Good,I,VS1,63.6,60.0,7.3,7.33,4.65,922.66
5535,1.0,Good,E,SI1,63.8,55.0,6.34,6.31,4.03,840.6
5536,1.02,Premium,H,SI1,62.6,59.0,6.43,6.38,4.01,845.28
5537,0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,753.64
5538,1.21,Premium,D,SI2,60.9,58.0,6.89,6.83,4.18,870.47
5539,2.01,Good,E,SI2,60.0,64.0,8.09,8.17,4.88,971.61
5540,1.82,Very Good,I,SI2,62.3,60.0,7.71,7.76,4.82,927.81
5541,1.13,Ideal,H,SI1,62.0,57.0,6.66,6.73,4.15,850.9
5542,1.13,Ideal,H,VS2,62.0,57.0,6.7,6.66,4.14,868.02
5543,0.28,Premium,G,VVS2,60.2,60.0,4.26,4.24,2.56,647.08
5544,0.57,Ideal,G,VS1,62.0,55.0,5.29,5.35,3.3,752.35
5545,1.17,Good,G,VS1,60.0,64.0,6.82,6.77,4.08,898.37
5546,0.81,Premium,F,SI1,59.4,60.0,6.11,6.07,3.62,778.45
5547,0.25,Ideal,F,VS1,62.1,57.0,4.01,4.04,2.5,638.86
5548,0.43,Ideal,F,SI1,62.5,56.0,4.84,4.82,3.02,688.24
5549,0.24,Very Good,F,VVS1,59.0,58.0,4.07,4.1,2.41,631.35
5550,0.31,Good,G,VVS1,63.1,56.0,4.33,4.35,2.74,670.44
5551,0.5,Premium,E,I1,61.4,60.0,5.18,5.03,3.14,673.34
5552,1.27,Premium,H,VS2,60.7,58.0,7.04,6.97,4.25,892.21
5553,0.54,Premium,F,SI2,61.8,61.0,5.28,5.18,3.23,700.03
5554,0.96,Premium,I,SI2,59.1,62.0,6.48,6.38,3.79,780.55
5555,0.56,Ideal,G,SI1,62.9,56.0,5.27,5.25,3.31,720.41
5556,0.33,Ideal,D,VS2,62.8,54.0,4.46,4.43,2.79,690.98
5557,0.7,Premium,E,SI2,62.0,55.0,5.65,5.61,3.49,766.62
5558,1.52,Very Good,F,VS2,62.3,56.0,7.29,7.34,4.56,957.58
5559,0.39,Good,F,SI1,63.6,58.0,4.65,4.6,2.94,682.55
5560,0.35,Ideal,D,SI2,62.2,56.0,4.52,4.55,2.82,625.77
5561,0.5,Very Good,H,SI1,60.9,61.0,5.06,5.15,3.11,703.26
5562,1.31,Ideal,H,VS1,61.5,56.0,7.0,7.06,4.32,903.94
5563,0.31,Good,H,VVS1,63.3,56.0,4.3,4.32,2.73,656.1
5564,1.26,Ideal,G,SI1,61.3,57.0,6.94,6.99,4.27,888.6
5565,0.61,Very Good,I,SI1,63.4,55.0,5.39,5.43,3.43,721.23
5566,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,921.06
5567,0.32,Premium,G,SI1,62.6,58.0,4.35,4.37,2.73,616.75
5568,1.2,Premium,G,VVS2,61.2,58.0,6.88,6.84,4.2,921.56
5569,0.3,Ideal,D,VS2,61.8,55.0,4.32,4.36,2.68,656.53
5570,0.72,Good,D,SI2,64.1,57.0,5.64,5.71,3.64,772.05
5571,0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49,772.93
5572,0.31,Premium,I,VS2,59.9,60.0,4.44,4.41,2.65,632.44
5573,0.57,Ideal,E,VVS2,61.5,55.9,5.31,5.35,3.28,786.9
5574,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,697.26
5575,0.56,Ideal,E,VS2,62.6,57.0,5.29,5.26,3.3,755.75
5576,1.1,Ideal,G,VS1,61.5,57.0,6.65,6.62,4.08,886.94
5577,2.18,Very Good,F,SI2,63.4,60.0,8.2,8.17,5.19,940.09
5578,0.27,Ideal,D,VS2,60.2,57.0,4.19,4.21,2.53,615.27
5579,0.31,Ideal,J,VS1,61.2,55.0,4.37,4.39,2.68,604.97
5580,1.01,Very Good,J,VVS2,62.2,56.0,6.37,6.42,3.98,848.67
5581,0.23,Very Good,E,VVS2,64.1,58.0,3.85,3.89,2.48,622.46
5582,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,977.55
5583,0.26,Ideal,G,SI1,61.8,55.0,4.08,4.11,2.53,593.22
5584,0.76,Ideal,D,VS1,61.3,57.0,5.87,5.9,3.61,834.97
5585,1.01,Premium,G,SI2,62.4,59.0,6.39,6.34,3.97,837.26
5586,1.05,Premium,G,VS2,61.8,58.0,6.52,6.59,4.05,871.11
5587,0.42,Premium,E,SI1,62.3,58.0,4.81,4.76,2.98,689.97
5588,1.29,Very Good,F,SI2,63.4,57.0,6.92,6.77,4.35,851.26
5589,0.24,Ideal,G,IF,61.6,57.0,3.99,4.02,2.46,632.61
5590,0.75,Good,E,SI2,63.2,57.0,5.76,5.82,3.66,773.11
5591,0.32,Ideal,E,VS1,62.3,54.0,4.37,4.4,2.73,671.54
5592,1.09,Very Good,F,SI2,58.5,59.0,6.75,6.8,3.96,832.19
5593,2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0,971.96
5594,0.71,Premium,F,SI2,62.1,60.0,5.7,5.66,3.53,772.97
5595,1.21,Premium,H,SI1,60.5,59.0,6.96,6.89,4.19,878.97
5596,1.01,Good,G,SI2,63.8,56.0,6.32,6.22,4.0,819.42
5597,0.23,Very Good,E,VVS2,61.5,59.0,3.95,3.98,2.44,627.29
5598,1.0,Premium,E,VS2,60.0,60.0,6.43,6.43,3.89,881.28
5599,0.3,Premium,G,VVS2,62.2,59.0,4.28,4.31,2.67,652.8
5600,1.02,Good,D,SI2,57.5,62.0,6.62,6.6,3.8,827.1
5601,1.51,Ideal,H,VS2,61.4,58.0,7.36,7.42,4.54,929.29
5602,1.02,Ideal,H,SI2,61.4,58.0,6.47,6.52,3.99,846.93
5603,1.0,Fair,D,VS1,55.9,60.0,6.77,6.71,4.38,886.55
5604,0.57,Ideal,E,SI2,62.1,55.0,5.34,5.36,3.32,712.61
5605,0.29,Premium,I,VS2,62.4,58.0,4.2,4.23,2.63,581.11
5606,1.23,Ideal,D,VS2,62.3,57.0,6.86,6.82,4.26,919.38
5607,0.56,Ideal,G,VS2,62.1,56.0,5.29,5.31,3.29,736.52
5608,0.51,Ideal,E,VS1,61.8,55.0,5.15,31.8,5.12,763.77
5609,1.02,Good,G,SI2,59.9,58.0,6.48,6.55,3.9,833.3
5610,0.7,Ideal,H,SI2,63.1,54.0,5.64,5.68,3.57,758.73
5611,0.56,Ideal,E,SI1,61.7,56.0,5.3,5.33,3.28,736.52
5612,1.28,Very Good,H,SI2,60.2,58.0,7.03,7.13,4.26,869.68
5613,0.33,Premium,G,VS1,59.2,59.0,4.54,4.51,2.68,674.99
5614,0.51,Ideal,D,VS2,61.9,55.0,5.13,5.11,3.17,754.01
5615,0.51,Ideal,G,VS1,61.7,55.0,5.17,5.14,3.18,748.49
5616,0.43,Good,E,SI1,60.6,61.0,4.96,4.98,3.01,658.34
5617,0.58,Ideal,G,VS2,61.1,55.0,5.45,5.42,3.32,740.31
5618,1.0,Good,F,SI1,64.9,57.0,6.25,6.32,4.08,848.55
5619,1.54,Ideal,G,VS2,62.0,55.6,7.35,7.44,4.59,948.11
5620,1.02,Premium,F,SI2,59.9,59.0,6.59,6.56,3.94,835.18
5621,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,780.38
5622,0.3,Premium,D,VS1,61.6,57.0,4.33,4.3,2.66,688.65
5623,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,778.24
5624,0.71,Ideal,F,VS1,62.6,57.0,5.7,5.73,3.58,807.06
5625,0.3,Premium,I,VVS1,62.6,60.0,4.28,4.25,2.67,656.39
5626,2.0,Very Good,H,SI1,60.1,61.0,8.1,8.13,4.88,967.03
5627,0.38,Very Good,D,SI1,59.7,60.0,4.66,4.69,2.79,659.71
5628,0.35,Ideal,I,VS1,62.1,54.0,4.54,4.57,2.83,634.74
5629,0.51,Ideal,D,SI1,61.7,55.0,5.16,5.11,3.17,743.07
5630,0.7,Ideal,G,VS1,62.6,56.0,5.65,5.7,3.55,788.98
5631,0.37,Premium,I,VVS1,61.6,59.0,4.66,4.62,2.86,677.31
5632,0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,803.33
5633,1.0,Very Good,D,VS1,60.0,60.0,6.44,6.49,3.88,889.3
5634,0.31,Ideal,D,VS2,61.6,57.0,4.38,4.36,2.69,684.8
5635,1.23,Ideal,J,VS2,61.7,57.0,6.87,6.8,4.22,865.92
5636,0.39,Ideal,J,VS2,61.2,56.0,4.71,4.74,2.89,646.46
5637,0.55,Premium,G,VS1,62.0,57.0,5.3,5.25,3.27,753.96
5638,1.51,Very Good,H,VS2,63.2,57.0,7.18,7.32,4.58,930.11
5639,1.51,Very Good,G,VS2,62.1,57.0,7.37,7.32,4.5,935.29
5640,1.01,Good,J,VS2,63.3,54.0,6.34,6.42,4.04,817.61
5641,0.34,Premium,E,SI2,62.4,59.0,4.42,4.46,2.77,616.75
5642,1.18,Premium,J,SI1,62.5,55.0,6.82,6.74,4.24,840.29
5643,0.32,Very Good,H,SI1,61.9,58.0,4.34,4.38,2.7,610.7
5644,0.32,Ideal,E,VVS2,62.3,56.0,4.4,4.37,2.73,698.47
5645,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,671.9
5646,0.9,Good,G,SI1,62.5,62.0,6.04,6.09,3.79,829.6
5647,1.02,Premium,G,VVS1,63.0,58.0,6.43,6.4,4.04,896.15
5648,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,825.01
5649,1.52,Premium,H,SI1,62.1,59.0,7.29,7.36,4.55,916.19
5650,0.4,Good,E,SI1,63.9,55.0,4.72,4.67,3.0,678.22
5651,1.25,Ideal,H,SI2,61.6,55.0,6.89,6.94,4.26,870.45
5652,1.07,Ideal,F,SI2,61.9,55.0,6.53,6.58,4.06,838.34
5653,0.41,Premium,H,VVS2,62.2,58.0,4.74,4.71,2.94,686.8
5654,1.57,Ideal,I,SI1,62.2,56.0,7.42,7.47,4.63,927.17
5655,0.78,Ideal,G,VS2,61.1,56.0,5.89,5.96,3.62,811.46
5656,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,769.44
5657,1.1,Very Good,F,VS2,61.4,58.0,6.63,6.73,4.1,882.61
5658,0.52,Ideal,D,SI1,62.4,57.0,5.18,5.14,3.22,745.01
5659,0.3,Very Good,D,VS1,61.2,55.0,4.32,4.34,2.65,641.35
5660,0.5,Ideal,F,SI1,59.9,57.0,5.19,5.16,3.1,715.93
5661,0.53,Ideal,F,SI1,62.4,57.0,5.18,5.21,3.24,714.52
5662,1.31,Ideal,F,VS1,61.7,56.0,7.04,7.02,4.34,932.7
5663,0.28,Premium,E,VVS1,61.3,60.0,4.18,4.21,2.57,647.08
5664,2.05,Premium,J,VS2,62.3,60.0,8.15,8.09,5.06,952.27
5665,1.27,Ideal,F,VVS2,62.2,54.0,6.92,6.95,4.31,943.95
5666,0.4,Premium,D,SI1,60.3,62.0,4.75,4.7,2.85,682.87
5667,0.82,Very Good,F,SI2,62.9,59.0,5.89,5.93,3.72,787.97
5668,0.41,Very Good,E,VS1,62.8,58.0,4.7,4.72,2.96,698.38
5669,0.77,Very Good,G,VS1,62.8,58.0,5.78,5.84,3.65,800.17
5670,1.51,Very Good,F,VVS2,61.9,58.0,7.3,7.36,4.54,972.41
5671,0.39,Ideal,I,VVS2,62.0,56.0,4.67,4.72,2.91,662.01
5672,0.36,Very Good,G,VVS2,61.7,56.0,4.56,4.58,2.82,662.41
5673,1.01,Premium,G,VS1,62.8,59.0,6.37,6.34,3.99,879.75
5674,1.2,Very Good,E,VS2,60.6,56.0,6.85,6.87,4.16,916.21
5675,1.51,Premium,H,SI1,61.5,58.0,7.38,7.31,4.52,907.7
5676,0.46,Premium,E,VS2,61.3,57.0,5.02,4.99,3.07,705.27
